0.31328,0.93139
0.31397,0.93557
0.31584,0.9339
0.31578,0.934
0.31577,0.93403
0.31166,0.93387
0.31128,0.93486
0.31097,0.93855
0.31212,0.93718
0.31181,0.93647
0.31326,0.93584
0.31311,0.93327
0.31296,0.93068
0.31279,0.93256
0.31237,0.9336
0.31474,0.93519
0.3146,0.93699
0.3125,0.93622
0.31322,0.93149
0.31384,0.93295
0.31341,0.93401
0.3105,0.93526
0.31141,0.93306
0.31225,0.93538
0.31153,0.93568
0.3127,0.93429
0.31467,0.93529
0.3128,0.93696
0.31243,0.9335
0.31486,0.93339
0.31351,0.93226
0.31103,0.93687
0.31025,0.93885
0.30914,0.93571
0.31239,0.93357
0.31493,0.93611
0.31522,0.93687
0.31365,0.93485
0.31269,0.93431
0.31209,0.93723
0.31207,0.93286
0.31263,0.93441
0.31117,0.93504
0.30645,0.93343
0.30753,0.93377
0.31296,0.9351
0.31466,0.93532
0.31394,0.93562
0.31312,0.93325
0.31257,0.93609
0.31475,0.93516
0.31515,0.93415
0.3147,0.93524
0.31367,0.93483
0.31192,0.93469
0.31368,0.9348
0.3147,0.93524
0.31064,0.93786
0.31365,0.93485
0.31553,0.93319
0.31213,0.93276
0.31142,0.93303
0.31142,0.93303
0.31214,0.93273
0.31371,0.93475
0.31282,0.93693
0.31335,0.93411
0.31275,0.93263
0.31166,0.93387
0.31283,0.9369
0.31353,0.93663
0.31182,0.93644
0.31155,0.93565
0.31238,0.938
0.31223,0.93543
0.31169,0.93382
0.313,0.93503
0.31398,0.93554
0.31342,0.93399
0.31021,0.9345
0.31007,0.9319
0.31069,0.93336
0.31501,0.93598
0.31472,0.93521
0.31376,0.93468
0.31345,0.93394
0.31217,0.93268
0.31142,0.93303
0.31386,0.93292
0.31331,0.93577
0.31272,0.93426
0.31411,0.93374
0.31293,0.93515
0.31072,0.93613
0.31195,0.93464
0.31254,0.93614
0.31194,0.93466
0.31064,0.93343
0.31224,0.9354
0.31209,0.93723
0.31228,0.93533
0.31184,0.93642
0.31123,0.93936
0.31235,0.93805
0.31277,0.93258
0.31181,0.93647
0.31039,0.93702
0.3114,0.93748
0.31299,0.93505
0.31123,0.93494
0.30982,0.93549
0.3108,0.936
0.31267,0.93434
0.31166,0.93829
0.31325,0.93587
0.30991,0.93376
0.30832,0.93619
0.31031,0.93717
0.31279,0.93698
0.3153,0.93674
0.316,0.93647
0.31349,0.93671
0.31064,0.93343
0.31037,0.93264
0.31166,0.93387
0.31192,0.93911
0.31323,0.93589
0.31381,0.933
0.31352,0.93666
0.31482,0.93788
0.31313,0.93322
0.31112,0.93229
0.31239,0.93357
0.31195,0.93464
0.31239,0.93357
0.31165,0.9339
0.31383,0.93297
0.31543,0.93494
0.31627,0.93726
0.31524,0.93684
0.31341,0.93401
0.31266,0.93436
0.31308,0.93332
0.31338,0.93406
0.31282,0.93693
0.31137,0.93753
0.31283,0.9369
0.3134,0.93843
0.31464,0.93534
0.31305,0.93337
0.3107,0.93333
0.31298,0.93508
0.31367,0.93483
0.31322,0.93592
0.31481,0.93349
0.31365,0.93485
0.31453,0.93712
0.3147,0.93524
0.31484,0.93344
0.31361,0.93493
0.31221,0.93545
0.31153,0.93568
0.31398,0.93554
0.31482,0.93788
0.31283,0.9369
0.31373,0.93472
0.31504,0.93593
0.31368,0.93922
0.31551,0.93763
0.31451,0.93714
0.3128,0.93696
0.31293,0.93515
0.31371,0.93475
0.31225,0.93538
0.31239,0.93357
0.31398,0.93554
0.31373,0.93472
0.31543,0.93494
0.31624,0.93731
0.31424,0.93635
0.31439,0.93453
0.3157,0.93573
0.31472,0.93521
0.31254,0.93614
0.31385,0.93734
0.31385,0.93734
0.31387,0.93732
0.31282,0.93693
0.31616,0.93462
0.31613,0.93467
0.31349,0.93671
0.31448,0.93719
0.3158,0.93398
0.31394,0.93562
0.31326,0.93584
0.31182,0.93644
0.31223,0.93543
0.31704,0.93688
0.31758,0.93846
0.31419,0.94085
0.31265,0.93879
0.31342,0.93841
0.31544,0.93934
0.31428,0.9407
0.31413,0.93814
0.31424,0.93635
0.31499,0.936
0.31385,0.93734
0.31498,0.93603
0.31351,0.93668
0.31184,0.93642
0.31387,0.93732
0.31443,0.93887
0.3134,0.93843
0.31576,0.93563
0.31672,0.93617
0.31439,0.93453
0.31469,0.93527
0.31499,0.936
0.31191,0.93471
0.31304,0.93779
0.31353,0.94105
0.3144,0.93892
0.31548,0.93769
0.3174,0.93594
0.31541,0.93497
0.31472,0.93521
0.31397,0.93557
0.31277,0.93258
0.31263,0.93441
0.31557,0.93753
0.31649,0.93973
0.31344,0.93396
0.31411,0.93374
0.3176,0.93844
0.31355,0.93661
0.311,0.93407
0.31156,0.93563
0.31096,0.93415
0.31254,0.93614
0.31573,0.93568
0.31486,0.93339
0.31356,0.93218
0.31425,0.93193
0.31512,0.9342
0.31373,0.93472
0.31547,0.93486
0.31443,0.93445
0.31243,0.9335
0.31296,0.9351
0.31198,0.93459
0.31228,0.93533
0.31282,0.93693
0.31309,0.93772
0.31381,0.933
0.31364,0.93488
0.31179,0.93649
0.30979,0.93554
0.3124,0.93797
0.31235,0.93805
0.3138,0.93302
0.3158,0.93398
0.31496,0.93606
0.31338,0.93406
0.31296,0.93068
0.31272,0.93426
0.31317,0.93317
0.31456,0.93265
0.31482,0.93346
0.31583,0.93393
0.31456,0.93707
0.31267,0.93876
0.31283,0.93248
0.31138,0.93311
0.31123,0.93494
0.31299,0.93505
0.31458,0.93262
0.31336,0.93409
0.31323,0.93589
0.3134,0.93843
0.31512,0.93862
0.31363,0.9393
0.31294,0.93955
0.31107,0.93679
0.31192,0.93469
0.31192,0.93469
0.31323,0.93589
0.31479,0.93793
0.31564,0.93583
0.31349,0.93671
0.31294,0.93955
0.31424,0.94078
0.3148,0.93791
0.31351,0.93668
0.314,0.93552
0.31499,0.936
0.31242,0.93352
0.31128,0.93486
0.31367,0.93483
0.31581,0.93395
0.31655,0.93362
0.31239,0.93357
0.3124,0.93355
0.31235,0.93362
0.31211,0.93278
0.31514,0.93417
0.31581,0.93395
0.31295,0.93513
0.31423,0.93638
0.31579,0.9384
