-0.0513101,0.981328,-0.239253
-0.052207,0.985461,-0.239252
-0.0498505,0.984601,-0.239253
-0.0499443,0.984673,-0.239252
-0.0499657,0.984691,-0.239253
-0.0537269,0.983038,-0.239253
-0.0544521,0.983816,-0.239252
-0.0560905,0.987129,-0.239252
-0.0545159,0.986283,-0.239252
-0.0545478,0.985503,-0.239253
-0.0529643,0.985456,-0.239252
-0.0521647,0.98301,-0.239252
-0.0513421,0.980545,-0.239252
-0.0521967,0.982229,-0.239252
-0.052968,0.983041,-0.239253
-0.051356,0.985393,-0.239252
-0.0521414,0.987022,-0.239253
-0.0538136,0.985524,-0.239253
-0.051404,0.981399,-0.239252
-0.0513614,0.982978,-0.239253
-0.0521558,0.983811,-0.239253
-0.0553246,0.983902,-0.239252
-0.0536667,0.982186,-0.239253
-0.0537304,0.984655,-0.239253
-0.0545123,0.984669,-0.239252
-0.052913,0.983805,-0.239253
-0.0514498,0.985463,-0.239253
-0.0538064,0.986323,-0.239252
-0.0528759,0.982971,-0.239252
-0.0505706,0.983763,-0.239252
-0.051418,0.982215,-0.239253
-0.0554219,0.985588,-0.239253
-0.0568724,0.987141,-0.239252
-0.0567468,0.983822,-0.239253
-0.0529449,0.983024,-0.239253
-0.0515083,0.986317,-0.239253
-0.0515225,0.987133,-0.239252
-0.052239,0.98468,-0.239253
-0.0529377,0.983823,-0.239253
-0.054562,0.986318,-0.239252
-0.0529786,0.982245,-0.239252
-0.0530282,0.983895,-0.239253
-0.0546134,0.983941,-0.239252
-0.0584155,0.980709,-0.239253
-0.0575324,0.981422,-0.239253
-0.0529732,0.984657,-0.239253
-0.0514712,0.985483,-0.239252
-0.0522531,0.985496,-0.239252
-0.0521417,0.982993,-0.239252
-0.0536984,0.985435,-0.239252
-0.051333,0.985373,-0.239252
-0.0505846,0.984578,-0.239253
-0.0514021,0.985428,-0.239253
-0.0522159,0.984661,-0.239253
-0.0537854,0.983891,-0.239253
-0.0521929,0.984645,-0.239253
-0.0514021,0.985428,-0.239253
-0.0561471,0.986365,-0.239252
-0.052239,0.98468,-0.239253
-0.0498824,0.983822,-0.239253
-0.0528848,0.982172,-0.239253
-0.0536436,0.982167,-0.239253
-0.0536436,0.982167,-0.239253
-0.0528617,0.982155,-0.239253
-0.0521452,0.984606,-0.239252
-0.0537817,0.986306,-0.239252
-0.052248,0.983881,-0.239252
-0.0522658,0.982284,-0.239253
-0.0537269,0.983038,-0.239253
-0.0537586,0.986288,-0.239253
-0.0530014,0.98629,-0.239253
-0.0545264,0.985484,-0.239253
-0.0544876,0.98465,-0.239253
-0.054576,0.987136,-0.239253
