-0.005346,0.592668,-0.229509
-0.005880,0.595163,-0.229442
-0.004445,0.594651,-0.229519
-0.004502,0.594694,-0.229515
-0.004515,0.594705,-0.229515
-0.006815,0.593694,-0.229422
-0.007255,0.594162,-0.229393
-0.008244,0.596159,-0.229313
-0.007286,0.595653,-0.229367
-0.007308,0.595181,-0.229374
-0.006342,0.595158,-0.229420
-0.005862,0.593682,-0.229467
-0.005368,0.592195,-0.229515
-0.005884,0.593210,-0.229474
-0.006352,0.593698,-0.229444
-0.005361,0.595125,-0.229467
-0.005835,0.596107,-0.229429
-0.006860,0.595196,-0.229395
-0.005403,0.592711,-0.229505
-0.005372,0.593665,-0.229491
-0.005854,0.594166,-0.229460
-0.007787,0.594211,-0.229367
-0.006781,0.593179,-0.229432
-0.006812,0.594671,-0.229406
-0.007289,0.594677,-0.229383
-0.006316,0.594160,-0.229438
-0.005418,0.595167,-0.229464
-0.006853,0.595679,-0.229387
-0.006296,0.593656,-0.229447
-0.004887,0.594142,-0.229506
-0.005409,0.593204,-0.229497
-0.007841,0.595230,-0.229348
-0.008721,0.596164,-0.229290
-0.008655,0.594158,-0.229327
-0.006338,0.593688,-0.229445
-0.005451,0.595683,-0.229454
-0.005457,0.596176,-0.229445
-0.005902,0.594691,-0.229449
-0.006331,0.594171,-0.229437
-0.007314,0.595674,-0.229365
-0.006361,0.593217,-0.229451
-0.006386,0.594214,-0.229434
-0.007353,0.594237,-0.229387
-0.009683,0.592271,-0.229309
-0.009142,0.592705,-0.229328
-0.006350,0.594675,-0.229428
-0.005431,0.595179,-0.229463
-0.005908,0.595184,-0.229440
-0.005848,0.593672,-0.229468
-0.006790,0.595143,-0.229399
-0.005347,0.595113,-0.229468
-0.004893,0.594635,-0.229498
-0.005389,0.595146,-0.229466
-0.005888,0.594680,-0.229450
-0.006848,0.594209,-0.229412
-0.005874,0.594670,-0.229451
-0.005389,0.595146,-0.229466
-0.008281,0.595697,-0.229319
-0.005902,0.594691,-0.229449
-0.004467,0.594180,-0.229526
-0.006304,0.593173,-0.229455
-0.006767,0.593168,-0.229433
-0.006767,0.593168,-0.229433
-0.006290,0.593163,-0.229456
-0.005845,0.594647,-0.229452
-0.006838,0.595669,-0.229388
-0.005910,0.594208,-0.229456
-0.005926,0.593243,-0.229472
-0.006815,0.593694,-0.229422
-0.006824,0.595658,-0.229389
-0.006362,0.595662,-0.229411
-0.007295,0.595170,-0.229375
-0.007274,0.594666,-0.229384
-0.007320,0.596168,-0.229357
-0.006841,0.594692,-0.229404
-0.006787,0.593672,-0.229424
-0.006308,0.594644,-0.229430
-0.005866,0.595152,-0.229443
-0.005839,0.594154,-0.229461
-0.007781,0.593717,-0.229376
-0.007287,0.592231,-0.229424
-0.007257,0.593185,-0.229409
-0.005381,0.595629,-0.229458
-0.005376,0.595135,-0.229467
-0.005803,0.594616,-0.229455
-0.005812,0.594133,-0.229462
-0.006262,0.593141,-0.229457
-0.006767,0.593168,-0.229433
-0.005358,0.593655,-0.229492
-0.006300,0.595126,-0.229423
-0.006302,0.594150,-0.229439
-0.005392,0.594170,-0.229482
-0.006379,0.594697,-0.229426
-0.007849,0.594747,-0.229355
-0.006821,0.594188,-0.229413
-0.006818,0.595165,-0.229397
-0.006835,0.594199,-0.229413
-0.007299,0.593218,-0.229407
-0.006826,0.594682,-0.229405
-0.007314,0.595674,-0.229365
-0.006784,0.594649,-0.229408
-0.007280,0.595160,-0.229376
-0.008279,0.596673,-0.229303
-0.007349,0.596190,-0.229355
-0.005899,0.593220,-0.229473
-0.007308,0.595181,-0.229374
-0.008233,0.595172,-0.229330
-0.007763,0.595659,-0.229344
-0.006322,0.594654,-0.229429
-0.007297,0.594194,-0.229391
-0.008221,0.594184,-0.229347
-0.007779,0.594694,-0.229360
-0.006344,0.594182,-0.229436
-0.007796,0.596174,-0.229334
-0.006356,0.595169,-0.229419
-0.007790,0.593234,-0.229383
-0.009230,0.594240,-0.229298
-0.008317,0.595236,-0.229325
-0.006866,0.595690,-0.229386
-0.005387,0.596123,-0.229450
-0.004925,0.596127,-0.229472
-0.006404,0.595695,-0.229408
-0.007299,0.593218,-0.229407
-0.007280,0.592713,-0.229416
-0.006815,0.593694,-0.229422
-0.007830,0.596689,-0.229324
-0.006370,0.595179,-0.229419
-0.005400,0.593686,-0.229489
-0.006376,0.595673,-0.229410
-0.005911,0.596654,-0.229416
-0.005834,0.593660,-0.229469
-0.006775,0.592685,-0.229440
-0.006338,0.593688,-0.229445
-0.006821,0.594188,-0.229413
-0.006338,0.593688,-0.229445
-0.006829,0.593705,-0.229421
-0.005386,0.593676,-0.229490
-0.004913,0.595140,-0.229488
-0.004944,0.596632,-0.229462
-0.005443,0.596166,-0.229446
-0.005854,0.594166,-0.229460
-0.006358,0.594192,-0.229435
-0.005890,0.593703,-0.229466
-0.005882,0.594187,-0.229458
-0.006838,0.595669,-0.229388
-0.007791,0.595681,-0.229343
-0.006824,0.595658,-0.229389
-0.006836,0.596644,-0.229372
-0.005445,0.595189,-0.229462
-0.005919,0.593726,-0.229464
-0.007243,0.593175,-0.229410
-0.006336,0.594665,-0.229429
-0.005888,0.594680,-0.229450
-0.006384,0.595191,-0.229418
-0.004944,0.594185,-0.229503
-0.005902,0.594691,-0.229449
-0.005905,0.596161,-0.229424
-0.005389,0.595146,-0.229466
-0.004916,0.594164,-0.229504
-0.005944,0.594723,-0.229446
-0.006854,0.594703,-0.229403
-0.007289,0.594677,-0.229383
-0.005866,0.595152,-0.229443
-0.005911,0.596654,-0.229416
-0.006824,0.595658,-0.229389
-0.005832,0.594637,-0.229453
-0.005353,0.595607,-0.229460
-0.006856,0.597149,-0.229363
-0.005463,0.596670,-0.229437
-0.005920,0.596171,-0.229424
-0.006853,0.595679,-0.229387
-0.006379,0.594697,-0.229426
-0.005845,0.594647,-0.229452
-0.006812,0.594671,-0.229406
-0.006338,0.593688,-0.229445
-0.005866,0.595152,-0.229443
-0.005832,0.594637,-0.229453
-0.004913,0.595140,-0.229488
-0.004973,0.596653,-0.229461
-0.005899,0.595667,-0.229433
-0.005412,0.594674,-0.229472
-0.004934,0.595645,-0.229479
-0.005376,0.595135,-0.229467
-0.006818,0.595165,-0.229397
-0.006340,0.596135,-0.229404
-0.006340,0.596135,-0.229404
-0.006325,0.596124,-0.229405
-0.006838,0.595669,-0.229388
-0.004423,0.595124,-0.229512
-0.004451,0.595145,-0.229510
-0.006404,0.595695,-0.229408
-0.005947,0.596193,-0.229422
-0.004487,0.594684,-0.229516
-0.005908,0.595184,-0.229440
-0.006342,0.595158,-0.229420
-0.007295,0.595170,-0.229375
-0.006841,0.594692,-0.229404
-0.004426,0.596593,-0.229488
