-0.014206,1.0516
-0.045696,1.0463
-0.37758,0.7128
-0.41525,0.97251
-0.33886,1.0753
-0.71865,0.65243
-0.65891,0.8142
-0.63122,0.77269
-0.92679,-0.24079
-0.87137,-0.16855
-0.85641,0.11097
-0.92835,0.30707
-0.88553,0.45204
-0.88018,0.54217
-1.0797,-0.23425
-0.99673,-0.10338
-1.0343,0.11209
-0.99374,-0.49373
-0.74077,-0.719
-0.74831,-0.48331
-0.48108,-1.0161
-0.5534,-0.87373
-0.20299,-1.0677
-0.21471,-0.79675
0.1402,-1.0078
0.13566,-0.86627
0.47994,-0.82597
0.71691,-0.71541
0.68463,-0.74955
0.92794,-0.49164
0.90627,-0.4225
0.9435,-0.26984
1.0489,-0.16354
1.0509,-0.20562
0.99594,-0.040745
1.0283,-0.051327
1.0386,0.10022
1.0825,0.060102
1.0036,-0.18139
0.98907,-0.074873
1.0175,-0.031548
1.0171,0.11776
0.93424,0.22119
0.95535,0.27758
0.78027,-0.35771
0.76863,0.32972
0.83214,0.5211
0.8165,0.61959
0.74857,0.69939
0.61116,0.73481
0.52462,0.76413
0.32969,0.90825
0.29557,0.95994
